"order_id","order_date","ship_date","ship_mode","customer_id","customer_name","segment","country","city","state","postal_code","region","product_id","category","sub_category","product_name","sales","quantity","discount","profit","profit_margin"
"CA-2017-149489","2017-04-24","2017-04-27","First Class","DK-12835","Damala Kotsonis","Corporate","United States","Philadelphia","Pennsylvania","19143","East","OFF-BI-10002813","Office Supplies","Binders","Avery Reinforcements for Hole-Punch Pages","1.188",2,"0.70","-0.9900","-0.8333"
"CA-2017-149489","2017-04-24","2017-04-27","First Class","DK-12835","Damala Kotsonis","Corporate","United States","Philadelphia","Pennsylvania","19143","East","OFF-BI-10002414","Office Supplies","Binders","GBC ProClick Spines for 32-Hole Punch","7.518",2,"0.70","-5.7638","-0.7667"
"CA-2014-142839","2014-08-16","2014-08-20","Standard Class","TS-21610","Troy Staebel","Consumer","United States","Philadelphia","Pennsylvania","19143","East","FUR-TA-10001539","Furniture","Tables","Chromcraft Rectangular Conference Tables","853.092",6,"0.40","-227.4912","-0.2667"
"CA-2016-106306","2016-03-08","2016-03-08","Same Day","PG-18820","Patrick Gardner","Consumer","United States","Glendale","Arizona","85301","West","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers  Clear Plastic Sheets","9.702",3,"0.70","-7.1148","-0.7333"
"CA-2015-100545","2015-11-22","2015-11-26","Standard Class","IM-15070","Irene Maddox","Consumer","United States","Philadelphia","Pennsylvania","19120","East","OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers","11.610",2,"0.70","-9.2880","-0.8000"
"US-2017-124968","2017-09-08","2017-09-13","Second Class","MM-18055","Michelle Moray","Consumer","United States","Chicago","Illinois","60610","Central","FUR-TA-10004289","Furniture","Tables","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","765.625",7,"0.50","-566.5625","-0.7400"
"US-2017-164056","2017-04-29","2017-05-04","Second Class","FM-14215","Filia McAdams","Corporate","United States","Dublin","Ohio","43017","East","FUR-TA-10001307","Furniture","Tables","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base  43w x 30d x 30-37h  Black","1048.350",5,"0.40","-69.8900","-0.0667"
"CA-2016-155670","2016-08-13","2016-08-17","Second Class","EM-14065","Erin Mull","Consumer","United States","Jacksonville","North Carolina","28540","South","OFF-BI-10000138","Office Supplies","Binders","Acco Translucent Poly Ring Binders","11.232",8,"0.70","-8.2368","-0.7333"
"US-2015-107349","2015-07-13","2015-07-15","First Class","SL-20155","Sara Luxemburg","Home Office","United States","Houston","Texas","77095","Central","OFF-BI-10001765","Office Supplies","Binders","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","41.568",6,"0.80","-66.5088","-1.6000"
"US-2014-158057","2014-03-22","2014-03-26","Standard Class","CC-12685","Craig Carroll","Consumer","United States","Greensboro","North Carolina","27405","South","OFF-BI-10004410","Office Supplies","Binders","C-Line Peel & Stick Add-On Filing Pockets  8-3/4 x 5-1/8  10/Pack","7.644",4,"0.70","-5.8604","-0.7667"
"US-2014-158057","2014-03-22","2014-03-26","Standard Class","CC-12685","Craig Carroll","Consumer","United States","Greensboro","North Carolina","27405","South","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers","51.465",5,"0.70","-39.4565","-0.7667"
"CA-2017-146024","2017-03-02","2017-03-08","Standard Class","SC-20770","Stewart Carmichael","Corporate","United States","Dallas","Texas","75081","Central","OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings","12.222",7,"0.80","-20.1663","-1.6500"
"CA-2017-158379","2017-09-22","2017-09-26","Second Class","JA-15970","Joseph Airdo","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10002498","Office Supplies","Binders","Clear Mylar Reinforcing Strips","5.607",1,"0.70","-4.2987","-0.7667"
"CA-2016-165484","2016-10-23","2016-10-29","Standard Class","HK-14890","Heather Kirkland","Corporate","United States","Chicago","Illinois","60610","Central","FUR-FU-10001196","Furniture","Furnishings","DAX Cubicle Frames - 8x10","16.156",7,"0.60","-12.1170","-0.7500"
"US-2014-130379","2014-05-25","2014-05-29","Standard Class","JL-15235","Janet Lee","Consumer","United States","Chicago","Illinois","60623","Central","OFF-AP-10001394","Office Supplies","Appliances","Harmony Air Purifier","75.600",2,"0.80","-166.3200","-2.2000"
"US-2014-130379","2014-05-25","2014-05-29","Standard Class","JL-15235","Janet Lee","Consumer","United States","Chicago","Illinois","60623","Central","FUR-FU-10002553","Furniture","Furnishings","Electrix Incandescent Magnifying Lamp  Black","29.320",2,"0.60","-24.1890","-0.8250"
"CA-2016-168956","2016-02-16","2016-02-20","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Chicago","Illinois","60623","Central","OFF-AP-10004233","Office Supplies","Appliances","Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","92.064",6,"0.80","-225.5568","-2.4500"
"CA-2016-167507","2016-12-22","2016-12-28","Standard Class","SA-20830","Sue Ann Reed","Consumer","United States","Redmond","Oregon","97756","West","OFF-BI-10003694","Office Supplies","Binders","Avery 3 1/2 Diskette Storage Pages  10/Pack","31.320",10,"0.70","-25.0560","-0.8000"
"CA-2014-103373","2014-05-18","2014-05-24","Standard Class","BS-11755","Bruce Stewart","Consumer","United States","Cleveland","Ohio","44105","East","TEC-PH-10002885","Technology","Phones","Apple iPhone 5","779.796",2,"0.40","-168.9558","-0.2167"
"CA-2017-162691","2017-08-01","2017-08-07","Standard Class","AS-10045","Aaron Smayling","Corporate","United States","Austin","Texas","78745","Central","TEC-MA-10000488","Technology","Machines","Bady BDG101FRU Card Printer","1439.982",3,"0.40","-263.9967","-0.1833"
"CA-2015-135391","2015-02-09","2015-02-11","Second Class","FA-14230","Frank Atkinson","Corporate","United States","San Antonio","Texas","78207","Central","FUR-FU-10001986","Furniture","Furnishings","Dana Fluorescent Magnifying Lamp  White  36","40.784",2,"0.60","-30.5880","-0.7500"
"US-2017-158218","2017-05-12","2017-05-15","Second Class","AC-10420","Alyssa Crouse","Corporate","United States","Houston","Texas","77041","Central","OFF-BI-10002133","Office Supplies","Binders","Wilson Jones Elliptical Ring 3 1/2 Capacity Binders  800 sheets","34.240",4,"0.80","-53.0720","-1.5500"
"US-2016-100839","2016-10-13","2016-10-17","Standard Class","NC-18625","Noah Childs","Corporate","United States","Aurora","Colorado","80013","West","FUR-TA-10004575","Furniture","Tables","Hon 5100 Series Wood Tables","727.450",5,"0.50","-465.5680","-0.6400"
"US-2017-116659","2017-11-12","2017-11-12","Same Day","NG-18355","Nat Gilpin","Corporate","United States","Newark","Ohio","43055","East","TEC-PH-10002824","Technology","Phones","Jabra SPEAK 410 Multidevice Speakerphone","370.782",3,"0.40","-92.6955","-0.2500"
"US-2017-166611","2017-03-28","2017-04-02","Standard Class","CK-12760","Cyma Kinney","Corporate","United States","Jacksonville","Florida","32216","South","OFF-BI-10001191","Office Supplies","Binders","Canvas Sectional Post Binders","68.742",9,"0.70","-48.1194","-0.7000"
"CA-2014-140165","2014-05-13","2014-05-15","First Class","EH-14005","Erica Hernandez","Home Office","United States","Hialeah","Florida","33012","South","OFF-BI-10004519","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine","398.352",8,"0.70","-331.9600","-0.8333"
"CA-2014-142587","2014-10-21","2014-10-22","First Class","TB-21520","Tracy Blumstein","Consumer","United States","Fairfield","Ohio","45014","East","FUR-TA-10000617","Furniture","Tables","Hon Practical Foundations 30 x 60 Training Table  Light Gray/Charcoal","409.590",3,"0.40","-122.8770","-0.3000"
"CA-2014-169775","2014-08-29","2014-09-02","Second Class","RA-19945","Ryan Akin","Consumer","United States","Miami","Florida","33178","South","OFF-BI-10004390","Office Supplies","Binders","GBC DocuBind 200 Manual Binding Machine","505.176",4,"0.70","-336.7840","-0.6667"
"CA-2014-169775","2014-08-29","2014-09-02","Second Class","RA-19945","Ryan Akin","Consumer","United States","Miami","Florida","33178","South","FUR-TA-10001857","Furniture","Tables","Balt Solid Wood Rectangular Table","174.059",3,"0.45","-110.7645","-0.6364"
"US-2016-150567","2016-05-17","2016-05-21","Standard Class","RP-19855","Roy Phan","Corporate","United States","Apopka","Florida","32712","South","OFF-BI-10001757","Office Supplies","Binders","Pressboard Hanging Data Binders for Unburst Sheets","2.952",2,"0.70","-2.1648","-0.7333"
"US-2016-150567","2016-05-17","2016-05-21","Standard Class","RP-19855","Roy Phan","Corporate","United States","Apopka","Florida","32712","South","OFF-BI-10000069","Office Supplies","Binders","GBC Prepunched Paper  19-Hole  for Binding Systems  24-lb","27.018",6,"0.70","-21.6144","-0.8000"
"CA-2016-112109","2016-07-08","2016-07-12","Standard Class","JE-15715","Joe Elijah","Consumer","United States","Broomfield","Colorado","80020","West","OFF-BI-10002082","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements","19.968",2,"0.70","-13.3120","-0.6667"
"CA-2016-112109","2016-07-08","2016-07-12","Standard Class","JE-15715","Joe Elijah","Consumer","United States","Broomfield","Colorado","80020","West","OFF-BI-10001634","Office Supplies","Binders","Wilson Jones Active Use Binders","8.736",4,"0.70","-6.1152","-0.7000"
"CA-2017-144064","2017-08-29","2017-09-01","First Class","CP-12085","Cathy Prescott","Corporate","United States","Quincy","Illinois","62301","Central","OFF-BI-10002012","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters","3.240",9,"0.80","-5.1840","-1.6000"
"CA-2017-157987","2017-09-02","2017-09-06","Standard Class","AC-10615","Ann Chong","Corporate","United States","New York City","New York","10009","East","FUR-TA-10001889","Furniture","Tables","Bush Advantage Collection Racetrack Conference Table","254.526",1,"0.40","-93.3262","-0.3667"
"CA-2014-148950","2014-12-14","2014-12-19","Standard Class","JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois","60610","Central","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings","5.104",4,"0.80","-8.6768","-1.7000"
"CA-2017-111374","2017-02-24","2017-02-28","Standard Class","CB-12415","Christy Brittain","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10004970","Office Supplies","Binders","ACCOHIDE 3-Ring Binder  Blue  1","4.956",4,"0.70","-3.7996","-0.7667"
"US-2017-147221","2017-12-02","2017-12-04","Second Class","JS-16030","Joy Smith","Consumer","United States","Houston","Texas","77036","Central","OFF-AP-10002534","Office Supplies","Appliances","3.6 Cubic Foot Counter Height Office Refrigerator","294.620",5,"0.80","-766.0120","-2.6000"
"US-2017-147221","2017-12-02","2017-12-04","Second Class","JS-16030","Joy Smith","Consumer","United States","Houston","Texas","77036","Central","FUR-FU-10004020","Furniture","Furnishings","Advantus Panel Wall Acrylic Frame","8.752",4,"0.60","-3.7196","-0.4250"
"US-2017-143028","2017-04-11","2017-04-18","Standard Class","SC-20050","Sample Company A","Home Office","United States","Lubbock","Texas","79424","Central","OFF-BI-10004738","Office Supplies","Binders","Flexible Leather- Look Classic Collection Ring Binder","11.364",3,"0.80","-17.0460","-1.5000"
"CA-2015-122287","2015-06-18","2015-06-23","Standard Class","SN-20560","Skye Norling","Home Office","United States","Peoria","Arizona","85345","West","OFF-BI-10004656","Office Supplies","Binders","Peel & Stick Add-On Corner Pockets","4.536",7,"0.70","-3.3264","-0.7333"
"CA-2015-122287","2015-06-18","2015-06-23","Standard Class","SN-20560","Skye Norling","Home Office","United States","Peoria","Arizona","85345","West","OFF-BI-10003707","Office Supplies","Binders","Aluminum Screw Posts","9.156",2,"0.70","-6.1040","-0.6667"
"CA-2015-142237","2015-07-11","2015-07-13","First Class","CK-12595","Clytie Kelty","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10004022","Office Supplies","Binders","Acco Suede Grain Vinyl Round Ring Binder","2.502",3,"0.70","-2.0016","-0.8000"
"CA-2015-142237","2015-07-11","2015-07-13","First Class","CK-12595","Clytie Kelty","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10003669","Office Supplies","Binders","3M Organizer Strips","6.480",4,"0.70","-4.7520","-0.7333"
"CA-2016-146521","2016-07-21","2016-07-23","Second Class","CC-12610","Corey Catlett","Corporate","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit","1.941",1,"0.70","-1.2940","-0.6667"
"US-2014-152723","2014-09-26","2014-09-26","Same Day","HG-14965","Henry Goldwyn","Corporate","United States","Mesquite","Texas","75150","Central","OFF-BI-10003460","Office Supplies","Binders","Acco 3-Hole Punch","0.876",1,"0.80","-1.4016","-1.6000"
"CA-2015-159786","2015-10-12","2015-10-17","Second Class","RK-19300","Ralph Kennedy","Consumer","United States","Rochester","New York","14609","East","FUR-TA-10001307","Furniture","Tables","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base  43w x 30d x 30-37h  Black","209.670",1,"0.40","-13.9780","-0.0667"
"US-2017-168690","2017-01-07","2017-01-13","Standard Class","TS-21085","Thais Sissman","Consumer","United States","Ormond Beach","Florida","32174","South","OFF-BI-10000145","Office Supplies","Binders","Zipper Ring Binder Pockets","2.808",3,"0.70","-1.9656","-0.7000"
"CA-2015-122210","2015-11-30","2015-12-04","Standard Class","WB-21850","William Brown","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10003656","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine","152.991",3,"0.70","-122.3928","-0.8000"
"CA-2015-156377","2015-12-31","2016-01-05","Standard Class","TB-21625","Trudy Brown","Consumer","United States","Grand Prairie","Texas","75051","Central","FUR-FU-10002364","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories  Oak","14.760",5,"0.60","-11.4390","-0.7750"
"CA-2015-156377","2015-12-31","2016-01-05","Standard Class","TB-21625","Trudy Brown","Consumer","United States","Grand Prairie","Texas","75051","Central","OFF-BI-10002954","Office Supplies","Binders","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","3.656",4,"0.80","-5.8496","-1.6000"
"CA-2014-159520","2014-06-06","2014-06-11","Standard Class","GT-14635","Grant Thornton","Corporate","United States","Long Beach","New York","11561","East","FUR-TA-10003238","Furniture","Tables","Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables","991.764",3,"0.40","-347.1174","-0.3500"
"CA-2016-155481","2016-09-01","2016-09-05","Standard Class","DK-13225","Dean Katz","Corporate","United States","Philadelphia","Pennsylvania","19140","East","TEC-PH-10002293","Technology","Phones","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","23.988",2,"0.40","-4.7976","-0.2000"
"US-2016-152051","2016-06-25","2016-06-29","Standard Class","TS-21160","Theresa Swint","Corporate","United States","York","Pennsylvania","17403","East","OFF-BI-10004781","Office Supplies","Binders","GBC Wire Binding Strips","38.088",4,"0.70","-27.9312","-0.7333"
"US-2016-120460","2016-04-30","2016-05-05","Standard Class","BF-11170","Ben Ferrer","Home Office","United States","Dallas","Texas","75081","Central","FUR-FU-10004973","Furniture","Furnishings","Flat Face Poster Frame","22.608",3,"0.60","-10.1736","-0.4500"
"CA-2016-159737","2016-09-03","2016-09-09","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Chicago","Illinois","60610","Central","OFF-BI-10004236","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder  White  3","8.808",3,"0.80","-14.9736","-1.7000"
"CA-2016-154018","2016-10-13","2016-10-19","Standard Class","HA-14920","Helen Andreada","Consumer","United States","Laredo","Texas","78041","Central","FUR-FU-10003394","Furniture","Furnishings","Tenex The Solids Textured Chair Mats","139.920",5,"0.60","-150.4140","-1.0750"
"CA-2016-154018","2016-10-13","2016-10-19","Standard Class","HA-14920","Helen Andreada","Consumer","United States","Laredo","Texas","78041","Central","OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders","6.286",7,"0.80","-11.0005","-1.7500"
"CA-2017-117870","2017-01-27","2017-01-30","Second Class","JH-15820","John Huston","Consumer","United States","Kent","Ohio","44240","East","TEC-PH-10003931","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker","107.982",3,"0.40","-26.9955","-0.2500"
"CA-2016-112025","2016-07-30","2016-08-04","Standard Class","LS-16975","Lindsay Shagiari","Home Office","United States","Houston","Texas","77070","Central","OFF-BI-10002353","Office Supplies","Binders","GBC VeloBind Cover Sets","9.264",3,"0.80","-13.8960","-1.5000"
"US-2014-103905","2014-07-14","2014-07-20","Standard Class","AW-10930","Arthur Wiediger","Home Office","United States","Aurora","Illinois","60505","Central","OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock","29.932",7,"0.80","-46.3946","-1.5500"
"CA-2015-131884","2015-12-06","2015-12-06","Same Day","DK-13375","Dennis Kane","Consumer","United States","Marion","Ohio","43302","East","TEC-PH-10001578","Technology","Phones","Polycom SoundStation2 EX Conference phone","485.940",2,"0.40","-89.0890","-0.1833"
"CA-2016-106383","2016-03-19","2016-03-21","Second Class","BT-11440","Bobby Trafton","Consumer","United States","Littleton","Colorado","80122","West","FUR-BO-10002202","Furniture","Bookcases","Atlantic Metals Mobile 2-Shelf Bookcases  Custom Colors","72.294",1,"0.70","-98.8018","-1.3667"
"CA-2016-139157","2016-10-01","2016-10-05","Standard Class","GM-14680","Greg Matthias","Consumer","United States","New York City","New York","10024","East","FUR-TA-10003238","Furniture","Tables","Chromcraft Bull-Nose Wood 48 x 96 Rectangular Conference Tables","330.588",1,"0.40","-115.7058","-0.3500"
"CA-2017-166849","2017-04-20","2017-04-26","Standard Class","SJ-20125","Sanjit Jacobs","Home Office","United States","Chicago","Illinois","60610","Central","FUR-FU-10004597","Furniture","Furnishings","Eldon Cleatmat Chair Mats for Medium Pile Carpets","44.400",2,"0.60","-52.1700","-1.1750"
"US-2016-126893","2016-11-26","2016-12-01","Standard Class","CT-11995","Carol Triggs","Consumer","United States","Philadelphia","Pennsylvania","19134","East","TEC-PH-10004165","Technology","Phones","Mitel MiVoice 5330e IP Phone","494.982",3,"0.40","-115.4958","-0.2333"
"CA-2016-159373","2016-03-13","2016-03-18","Standard Class","LT-17110","Liz Thompson","Consumer","United States","San Antonio","Texas","78207","Central","OFF-BI-10004141","Office Supplies","Binders","Insertable Tab Indexes For Data Binders","1.272",2,"0.80","-2.1624","-1.7000"
"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","1579.746",7,"0.40","-447.5947","-0.2833"
"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables","1071.576",4,"0.40","-553.6476","-0.5167"
"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10004175","Furniture","Tables","Hon 30 x 60 Table with Locking Drawer","613.908",3,"0.40","-122.7816","-0.2000"
"CA-2017-136497","2017-04-16","2017-04-20","Standard Class","RF-19840","Roy Französisch","Consumer","United States","Columbus","Ohio","43229","East","OFF-BI-10001553","Office Supplies","Binders","SpineVue Locking Slant-D Ring Binders by Cardinal","13.710",5,"0.70","-10.0540","-0.7333"
"CA-2016-159940","2016-07-07","2016-07-11","Second Class","BF-11020","Barry Französisch","Corporate","United States","Aurora","Illinois","60505","Central","FUR-FU-10004973","Furniture","Furnishings","Flat Face Poster Frame","60.288",8,"0.60","-27.1296","-0.4500"
"US-2014-164616","2014-08-19","2014-08-21","Second Class","MS-17770","Maxwell Schwartz","Consumer","United States","Columbus","Ohio","43229","East","OFF-BI-10001718","Office Supplies","Binders","GBC DocuBind P50 Personal Binding Machine","76.776",4,"0.70","-58.8616","-0.7667"
"US-2016-110170","2016-09-27","2016-10-03","Standard Class","HM-14860","Harry Marie","Corporate","United States","Huntsville","Texas","77340","Central","FUR-BO-10000780","Furniture","Bookcases","O'Sullivan Plantations 2-Door Library in Landvery Oak","956.665",7,"0.32","-225.0976","-0.2353"
"US-2017-147669","2017-12-25","2017-12-30","Standard Class","SV-20935","Susan Vittorini","Consumer","United States","Fairfield","Ohio","45014","East","OFF-BI-10000632","Office Supplies","Binders","Satellite Sectional Post Binders","13.023",1,"0.70","-10.4184","-0.8000"
"US-2017-147669","2017-12-25","2017-12-30","Standard Class","SV-20935","Susan Vittorini","Consumer","United States","Fairfield","Ohio","45014","East","FUR-TA-10002645","Furniture","Tables","Hon Rectangular Conference Tables","273.060",2,"0.40","-104.6730","-0.3833"
"CA-2016-169922","2016-06-11","2016-06-17","Standard Class","MZ-17515","Mary Zewe","Corporate","United States","Arlington","Texas","76017","Central","OFF-BI-10003784","Office Supplies","Binders","Computer Printout Index Tabs","1.344",4,"0.80","-2.1504","-1.6000"
"CA-2016-169922","2016-06-11","2016-06-17","Standard Class","MZ-17515","Mary Zewe","Corporate","United States","Arlington","Texas","76017","Central","OFF-BI-10001617","Office Supplies","Binders","GBC Wire Binding Combs","8.272",4,"0.80","-13.6488","-1.6500"
"CA-2016-169922","2016-06-11","2016-06-17","Standard Class","MZ-17515","Mary Zewe","Corporate","United States","Arlington","Texas","76017","Central","FUR-FU-10004415","Furniture","Furnishings","Stacking Tray  Side-Loading  Legal  Smoke","12.544",7,"0.60","-9.0944","-0.7250"
"CA-2014-164210","2014-11-18","2014-11-20","Second Class","PW-19240","Pierre Wener","Consumer","United States","Louisville","Colorado","80027","West","FUR-TA-10000849","Furniture","Tables","Bevis Rectangular Conference Tables","145.980",2,"0.50","-99.2664","-0.6800"
"CA-2017-131618","2017-06-17","2017-06-20","First Class","LS-17200","Luke Schmidt","Corporate","United States","Skokie","Illinois","60076","Central","OFF-BI-10000546","Office Supplies","Binders","Avery Durable Binders","2.304",4,"0.80","-3.5712","-1.5500"
"CA-2017-131618","2017-06-17","2017-06-20","First Class","LS-17200","Luke Schmidt","Corporate","United States","Skokie","Illinois","60076","Central","OFF-BI-10001294","Office Supplies","Binders","Fellowes Binding Cases","9.360",4,"0.80","-16.3800","-1.7500"
"CA-2015-120397","2015-07-02","2015-07-02","Same Day","RB-19435","Richard Bierner","Consumer","United States","Houston","Texas","77070","Central","OFF-AP-10001293","Office Supplies","Appliances","Belkin 8 Outlet Surge Protector","32.784",4,"0.80","-85.2384","-2.6000"
"CA-2017-155089","2017-12-02","2017-12-06","Standard Class","DB-12910","Daniel Byrd","Home Office","United States","Tampa","Florida","33614","South","OFF-BI-10002429","Office Supplies","Binders","Premier Elliptical Ring Binder  Black","45.660",5,"0.70","-33.4840","-0.7333"
"CA-2015-124541","2015-04-06","2015-04-10","Standard Class","TT-21220","Thomas Thornton","Consumer","United States","Houston","Texas","77041","Central","OFF-BI-10004965","Office Supplies","Binders","Ibico Covers for Plastic or Wire Binding Elements","6.900",3,"0.80","-12.0750","-1.7500"
"CA-2015-124541","2015-04-06","2015-04-10","Standard Class","TT-21220","Thomas Thornton","Consumer","United States","Houston","Texas","77041","Central","OFF-BI-10004209","Office Supplies","Binders","Fellowes Twister Kit  Gray/Clear  3/pkg","9.648",6,"0.80","-16.8840","-1.7500"
"CA-2015-168746","2015-01-27","2015-01-29","Second Class","SV-20365","Seth Vernon","Consumer","United States","Cleveland","Ohio","44105","East","TEC-PH-10000895","Technology","Phones","Polycom VVX 310 VoIP phone","431.976",4,"0.40","-100.7944","-0.2333"
"CA-2015-168746","2015-01-27","2015-01-29","Second Class","SV-20365","Seth Vernon","Consumer","United States","Cleveland","Ohio","44105","East","TEC-PH-10002555","Technology","Phones","Nortel Meridian M5316 Digital phone","155.370",1,"0.40","-36.2530","-0.2333"
"US-2016-126844","2016-10-08","2016-10-14","Standard Class","BW-11110","Bart Watters","Corporate","United States","Houston","Texas","77070","Central","FUR-FU-10004909","Furniture","Furnishings","Contemporary Wood/Metal Frame","51.712",8,"0.60","-32.3200","-0.6250"
"CA-2017-134404","2017-12-27","2017-12-27","Same Day","DR-12880","Dan Reichenbach","Corporate","United States","Newark","Ohio","43055","East","TEC-PH-10000576","Technology","Phones","AT&T 1080 Corded phone","164.388",2,"0.40","-35.6174","-0.2167"
"US-2016-115455","2016-09-08","2016-09-14","Standard Class","SE-20110","Sanjit Engle","Consumer","United States","Wheeling","Illinois","60090","Central","FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12 Wall Clock","14.136",2,"0.60","-7.7748","-0.5500"
"US-2016-115455","2016-09-08","2016-09-14","Standard Class","SE-20110","Sanjit Engle","Consumer","United States","Wheeling","Illinois","60090","Central","FUR-TA-10003569","Furniture","Tables","Bretford CR8500 Series Meeting Room Furniture","601.470",3,"0.50","-300.7350","-0.5000"
"CA-2014-112718","2014-12-16","2014-12-21","Standard Class","KN-16450","Kean Nguyen","Corporate","United States","Jacksonville","Florida","32216","South","OFF-BI-10000591","Office Supplies","Binders","Avery Binder Labels","1.167",1,"0.70","-0.8558","-0.7333"
"CA-2014-127446","2014-11-25","2014-11-30","Standard Class","MC-17590","Matt Collister","Corporate","United States","Arlington","Texas","76017","Central","FUR-FU-10000221","Furniture","Furnishings","Master Caster Door Stop  Brown","6.096",3,"0.60","-3.9624","-0.6500"
"US-2017-165344","2017-11-13","2017-11-15","First Class","SB-20290","Sean Braxton","Corporate","United States","Springfield","Ohio","45503","East","TEC-MA-10002210","Technology","Machines","Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop","652.995",7,"0.70","-935.9595","-1.4333"
"US-2017-165344","2017-11-13","2017-11-15","First Class","SB-20290","Sean Braxton","Corporate","United States","Springfield","Ohio","45503","East","OFF-BI-10003196","Office Supplies","Binders","Accohide Poly Flexible Ring Binders","11.220",10,"0.70","-7.4800","-0.6667"
"CA-2015-116750","2015-07-05","2015-07-10","Second Class","BF-10975","Barbara Fisher","Corporate","United States","Fayetteville","North Carolina","28314","South","OFF-BI-10004728","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders","7.230",5,"0.70","-5.7840","-0.8000"
"CA-2016-164784","2016-05-01","2016-05-04","First Class","HF-14995","Herbert Flentye","Consumer","United States","Memphis","Tennessee","38109","South","FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables","370.620",3,"0.40","-142.0710","-0.3833"
"CA-2016-164784","2016-05-01","2016-05-04","First Class","HF-14995","Herbert Flentye","Consumer","United States","Memphis","Tennessee","38109","South","OFF-BI-10002954","Office Supplies","Binders","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","2.742",2,"0.70","-2.0108","-0.7333"
"US-2014-160780","2014-06-21","2014-06-21","Same Day","SV-20785","Stewart Visinsky","Consumer","United States","Pueblo","Colorado","81001","West","OFF-BI-10001116","Office Supplies","Binders","Wilson Jones 1 Hanging DublLock Ring Binders","11.088",7,"0.70","-8.1312","-0.7333"
"US-2014-160780","2014-06-21","2014-06-21","Same Day","SV-20785","Stewart Visinsky","Consumer","United States","Pueblo","Colorado","81001","West","OFF-BI-10002931","Office Supplies","Binders","Avery Trapezoid Extra Heavy Duty 4 Binders","25.164",2,"0.70","-16.7760","-0.6667"
"CA-2016-133123","2016-09-06","2016-09-11","Standard Class","KB-16315","Karl Braun","Consumer","United States","Thomasville","North Carolina","27360","South","OFF-BI-10001031","Office Supplies","Binders","Pressboard Data Binders by Wilson Jones","3.204",2,"0.70","-2.4564","-0.7667"
"US-2016-128195","2016-08-04","2016-08-05","First Class","RA-19285","Ralph Arnett","Consumer","United States","Peoria","Illinois","61604","Central","OFF-BI-10002003","Office Supplies","Binders","Ibico Presentation Index for Binding Systems","3.980",5,"0.80","-6.5670","-1.6500"
